facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,precio_hora,duracion,presupuesto,numero_perfiles_requeridos,volumetria,exito,prob_exito
Menos de 250k,Intermedio,Específica,Remoto,Por encima del mercado,3,350109,18,445,1,82
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,30,61343,11,184,1,52
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,2,303045,11,249,1,65
Más de 1M,Experto,General,Presencial,Por debajo del mercado,3,149723,19,343,0,57
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,3,242850,15,230,1,6
Menos de 250k,Básico,Sin Experiencia,Híbrido,Dentro del mercado,7,102048,15,78,1,53
Más de 1M,Experto,General,Híbrido,Por encima del mercado,19,323717,5,317,0,21
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,26,336261,4,836,0,1
Menos de 250k,Experto,Específica,Remoto,Dentro del mercado,6,401489,14,807,1,55
250k a 1M,Básico,General,Presencial,Dentro del mercado,7,49215,10,211,1,0
250k a 1M,Básico,Específica,Híbrido,Por debajo del mercado,35,146677,1,874,1,20
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,22,492504,6,113,1,3
Más de 1M,Experto,Específica,Presencial,Por debajo del mercado,5,17990,9,859,1,33
Más de 1M,Intermedio,General,Presencial,Por debajo del mercado,23,294392,10,665,0,51
250k a 1M,Básico,General,Híbrido,Por encima del mercado,11,360661,2,984,0,5
250k a 1M,Básico,General,Remoto,Dentro del mercado,25,485568,9,693,1,98
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,20,390901,5,258,0,74
Menos de 250k,Experto,Específica,Híbrido,Dentro del mercado,29,245105,14,853,0,20
Más de 1M,Básico,General,Híbrido,Dentro del mercado,18,24802,12,897,1,34
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,16,239477,8,398,1,96
Más de 1M,Intermedio,Específica,Híbrido,Por encima del mercado,22,386461,16,669,1,0
Menos de 250k,Experto,Sin Experiencia,Remoto,Dentro del mercado,12,303949,1,13,0,83
250k a 1M,Básico,Específica,Híbrido,Por debajo del mercado,12,221379,5,926,0,48
Menos de 250k,Intermedio,General,Híbrido,Dentro del mercado,30,179720,19,662,0,4
Más de 1M,Experto,General,Remoto,Por debajo del mercado,28,413552,13,943,1,87
Más de 1M,Básico,General,Híbrido,Por debajo del mercado,12,334508,10,310,1,78
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,14,96150,15,599,1,1
Menos de 250k,Experto,Específica,Híbrido,Dentro del mercado,31,456787,9,965,0,21
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,6,11039,6,638,0,44
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,3,229980,20,897,0,80
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,3,486166,18,543,0,67
Menos de 250k,Básico,Sin Experiencia,Remoto,Por debajo del mercado,14,404014,5,913,0,21
Más de 1M,Básico,General,Remoto,Por debajo del mercado,21,60867,18,861,1,32
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,14,244144,4,18,1,53
Menos de 250k,Intermedio,General,Remoto,Dentro del mercado,35,197037,14,729,1,21
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,18,196795,8,356,1,8
250k a 1M,Básico,Específica,Híbrido,Dentro del mercado,1,418913,5,519,1,48
Menos de 250k,Básico,General,Presencial,Dentro del mercado,27,462212,6,310,1,37
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,28,371113,8,554,0,84
Menos de 250k,Básico,General,Presencial,Dentro del mercado,5,11430,10,348,1,50
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por encima del mercado,5,143124,4,616,1,64
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,17,352735,14,615,1,5
Menos de 250k,Experto,Específica,Híbrido,Dentro del mercado,2,254989,20,84,0,52
Más de 1M,Básico,Específica,Presencial,Dentro del mercado,16,453900,6,71,1,42
Menos de 250k,Básico,Específica,Presencial,Por encima del mercado,15,207376,4,756,1,90
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,6,114795,16,638,1,11
Más de 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,29,483976,10,288,1,86
Menos de 250k,Intermedio,Específica,Presencial,Por debajo del mercado,3,310933,12,619,1,18
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,9,434752,16,530,0,55
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,25,466775,2,736,1,56
250k a 1M,Experto,Específica,Híbrido,Dentro del mercado,1,400476,11,829,0,77
250k a 1M,Experto,General,Remoto,Dentro del mercado,24,229434,7,685,0,39
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,35,445713,4,355,0,13
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,31,134453,1,674,1,56
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,17,44958,10,869,1,70
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,29,281393,17,927,1,28
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,35,202257,19,573,1,25
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,12,96682,17,322,0,31
250k a 1M,Intermedio,Específica,Remoto,Por debajo del mercado,11,99200,14,75,1,31
Menos de 250k,Básico,Específica,Remoto,Por debajo del mercado,11,142908,11,547,1,91
Más de 1M,Experto,General,Remoto,Por encima del mercado,22,185381,10,570,0,46
250k a 1M,Experto,General,Presencial,Dentro del mercado,7,317512,4,533,0,18
Más de 1M,Intermedio,General,Remoto,Por encima del mercado,16,224215,13,847,1,63
Menos de 250k,Experto,Sin Experiencia,Presencial,Dentro del mercado,22,113136,7,698,0,35
250k a 1M,Experto,General,Remoto,Por debajo del mercado,2,235252,6,823,0,60
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,1,352509,8,177,1,39
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,31,296727,20,263,1,51
Más de 1M,Básico,General,Híbrido,Por debajo del mercado,35,93861,20,722,1,12
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,30,9821,20,347,1,84
250k a 1M,Experto,Específica,Remoto,Por debajo del mercado,15,202767,20,375,1,79
Menos de 250k,Experto,General,Presencial,Por encima del mercado,14,370620,17,854,1,57
250k a 1M,Intermedio,Específica,Presencial,Por encima del mercado,21,209794,14,836,0,65
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,19,428760,7,940,0,27
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,35,220345,12,784,1,60
250k a 1M,Básico,General,Presencial,Por debajo del mercado,12,360422,20,273,0,81
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,21,265054,6,649,0,89
Menos de 250k,Experto,General,Híbrido,Por debajo del mercado,5,90034,13,679,0,41
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,29,182149,8,510,1,45
Menos de 250k,Experto,General,Presencial,Dentro del mercado,32,184646,16,220,1,9
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,15,479516,5,220,1,48
Menos de 250k,Intermedio,Específica,Presencial,Por encima del mercado,36,377415,17,200,1,99
Más de 1M,Básico,Específica,Presencial,Dentro del mercado,31,52616,20,495,0,96
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,13,324512,13,699,0,76
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,15,101649,9,88,1,79
Más de 1M,Básico,General,Remoto,Dentro del mercado,27,420670,12,829,1,85
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,15,369813,17,287,0,100
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,27,422700,4,922,0,76
Más de 1M,Básico,General,Remoto,Dentro del mercado,25,65558,18,892,1,8
250k a 1M,Experto,Específica,Presencial,Por debajo del mercado,22,48978,13,222,0,79
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,21,383286,14,954,1,71
250k a 1M,Básico,Específica,Remoto,Por debajo del mercado,31,486939,5,443,0,94
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,17,300544,12,854,0,25
Más de 1M,Intermedio,Específica,Presencial,Dentro del mercado,34,77966,12,235,1,86
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,33,454686,1,364,1,15
Menos de 250k,Experto,Específica,Híbrido,Por debajo del mercado,32,39917,13,693,0,86
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,7,36682,14,298,0,17
Más de 1M,Intermedio,Específica,Presencial,Por debajo del mercado,12,23520,10,889,0,83
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,25,21711,6,492,0,0
Más de 1M,Experto,Específica,Híbrido,Dentro del mercado,29,282994,9,526,0,82
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,17,152218,6,489,1,7
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,25,10031,17,401,0,34
250k a 1M,Básico,General,Híbrido,Por encima del mercado,7,126427,2,113,1,40
250k a 1M,Intermedio,General,Híbrido,Por encima del mercado,14,37340,17,383,1,71
250k a 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,29,172590,13,67,0,74
Menos de 250k,Intermedio,Específica,Remoto,Por debajo del mercado,28,56045,17,912,1,86
Más de 1M,Básico,Sin Experiencia,Híbrido,Por encima del mercado,5,468869,8,404,0,63
250k a 1M,Experto,General,Presencial,Por debajo del mercado,2,162235,20,295,0,1
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,35,225216,9,510,1,73
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,5,215185,9,845,0,22
250k a 1M,Experto,General,Remoto,Dentro del mercado,22,67428,7,375,1,94
250k a 1M,Básico,Sin Experiencia,Presencial,Por debajo del mercado,19,357209,2,459,1,70
Más de 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,34,366156,5,984,1,44
250k a 1M,Intermedio,General,Híbrido,Por encima del mercado,26,461067,1,981,0,82
Más de 1M,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,24,287082,11,974,1,44
Más de 1M,Básico,General,Híbrido,Por debajo del mercado,28,425011,20,257,1,35
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,9,305544,13,332,1,43
Menos de 250k,Experto,General,Presencial,Por encima del mercado,17,446342,13,481,1,23
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,6,494265,5,154,0,85
Menos de 250k,Experto,Sin Experiencia,Híbrido,Dentro del mercado,35,423272,9,491,1,68
Más de 1M,Intermedio,Específica,Presencial,Por debajo del mercado,14,27031,8,661,0,38
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,33,288381,17,36,1,41
Más de 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,15,165291,3,106,1,70
Menos de 250k,Básico,Específica,Híbrido,Por debajo del mercado,24,178162,14,561,0,67
Más de 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,21,193172,11,191,1,36
Menos de 250k,Experto,Específica,Híbrido,Dentro del mercado,6,180919,1,86,1,99
Más de 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,19,109123,18,530,0,5
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,4,52949,15,507,0,89
Más de 1M,Experto,General,Presencial,Por debajo del mercado,16,251011,6,807,0,7
Menos de 250k,Básico,General,Remoto,Por debajo del mercado,11,268336,19,794,0,24
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,16,488777,17,143,0,40
Menos de 250k,Intermedio,Específica,Híbrido,Dentro del mercado,4,488897,7,226,0,68
Menos de 250k,Básico,General,Presencial,Por encima del mercado,14,335111,1,456,0,71
250k a 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,25,329187,17,53,0,89
Más de 1M,Experto,General,Remoto,Por debajo del mercado,12,59206,3,849,1,95
250k a 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,6,259083,13,770,0,43
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,18,167589,7,827,0,94
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,6,183654,4,989,1,0
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,30,454503,1,170,1,85
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,27,496652,13,774,0,76
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,29,184267,20,63,0,57
250k a 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,11,131498,12,955,0,98
Menos de 250k,Básico,General,Presencial,Por encima del mercado,30,87390,9,576,1,21
Más de 1M,Básico,Específica,Híbrido,Por debajo del mercado,9,149188,17,911,0,3
250k a 1M,Básico,Específica,Presencial,Por encima del mercado,36,414529,4,741,1,99
Menos de 250k,Experto,Específica,Híbrido,Por debajo del mercado,22,41296,2,566,1,77
250k a 1M,Intermedio,General,Remoto,Por debajo del mercado,3,378498,5,189,0,64
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,2,375356,8,802,1,98
Más de 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,3,375394,14,759,1,30
250k a 1M,Básico,Específica,Presencial,Dentro del mercado,25,308102,12,432,0,63
Menos de 250k,Experto,General,Presencial,Dentro del mercado,9,296215,5,591,1,80
Menos de 250k,Básico,Específica,Híbrido,Por debajo del mercado,28,259423,5,557,0,56
Más de 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,11,8237,8,767,0,89
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,30,163553,11,459,1,46
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,2,494668,7,870,0,46
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,8,241053,11,763,0,60
Más de 1M,Intermedio,Específica,Híbrido,Por encima del mercado,12,415161,18,213,1,96
Más de 1M,Experto,General,Remoto,Por debajo del mercado,17,321845,7,457,1,32
Menos de 250k,Básico,Sin Experiencia,Presencial,Por debajo del mercado,24,172536,7,589,0,67
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,34,28072,7,280,0,48
Más de 1M,Intermedio,General,Remoto,Dentro del mercado,23,139348,2,623,0,52
Más de 1M,Experto,Específica,Remoto,Por debajo del mercado,32,209390,12,24,0,93
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,12,120011,15,276,1,4
Menos de 250k,Básico,General,Remoto,Por encima del mercado,23,52726,20,293,1,46
250k a 1M,Básico,Específica,Presencial,Por debajo del mercado,21,449305,10,452,0,18
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,20,316952,3,870,1,28
Menos de 250k,Básico,Específica,Híbrido,Por debajo del mercado,29,128674,18,927,0,97
250k a 1M,Básico,General,Híbrido,Por debajo del mercado,33,54632,13,530,1,76
Más de 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,36,181832,1,511,1,7
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,16,30714,6,912,1,68
250k a 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,35,152951,1,997,0,18
250k a 1M,Intermedio,General,Remoto,Dentro del mercado,10,460535,16,592,1,29
Menos de 250k,Básico,Sin Experiencia,Híbrido,Dentro del mercado,1,458618,13,201,0,19
250k a 1M,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,16,308064,18,891,0,83
250k a 1M,Intermedio,General,Remoto,Por encima del mercado,7,121800,5,675,0,75
250k a 1M,Básico,General,Remoto,Dentro del mercado,25,457532,8,486,0,87
Menos de 250k,Básico,General,Presencial,Dentro del mercado,20,152271,14,318,0,19
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,14,192301,8,792,1,80
Más de 1M,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,17,6039,8,507,0,64
250k a 1M,Básico,Específica,Remoto,Por encima del mercado,21,224258,19,490,0,27
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,12,170659,17,390,0,18
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,1,15258,3,851,1,71
Menos de 250k,Experto,Específica,Presencial,Dentro del mercado,11,79005,19,701,0,44
Más de 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,1,406552,17,721,1,34
Menos de 250k,Intermedio,General,Híbrido,Dentro del mercado,17,140858,2,157,1,44
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,36,441267,12,809,1,71
Menos de 250k,Intermedio,Específica,Híbrido,Por debajo del mercado,32,281413,10,179,1,35
Más de 1M,Intermedio,Específica,Presencial,Por encima del mercado,12,82252,6,99,0,91
Menos de 250k,Experto,General,Remoto,Por encima del mercado,18,288600,9,793,0,100
250k a 1M,Intermedio,General,Presencial,Por encima del mercado,17,142402,17,276,1,57
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,27,120070,18,469,1,22
Menos de 250k,Básico,Sin Experiencia,Remoto,Por debajo del mercado,32,274181,18,130,1,1
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,32,206633,18,850,0,100
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,32,409611,5,451,0,15
Menos de 250k,Experto,General,Híbrido,Por debajo del mercado,5,224478,2,59,1,5
250k a 1M,Básico,General,Remoto,Por encima del mercado,22,174879,20,950,1,80
Más de 1M,Experto,Específica,Híbrido,Por encima del mercado,33,33836,2,579,0,92
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,26,93902,1,963,0,39
250k a 1M,Experto,General,Híbrido,Por encima del mercado,33,472010,11,280,0,61
Más de 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,33,386409,16,387,0,69
Menos de 250k,Básico,Sin Experiencia,Híbrido,Por encima del mercado,3,448308,17,154,0,4
250k a 1M,Experto,Específica,Híbrido,Por debajo del mercado,17,292597,9,203,0,65
Más de 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,31,443084,6,12,0,97
Menos de 250k,Básico,General,Presencial,Dentro del mercado,15,490869,2,924,0,93
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,30,207316,18,153,0,47
Menos de 250k,Básico,General,Presencial,Por debajo del mercado,28,155461,17,628,0,55
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,7,173506,17,756,0,32
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,9,263444,11,907,1,33
Más de 1M,Básico,General,Híbrido,Por encima del mercado,30,17720,16,695,0,3
250k a 1M,Básico,Sin Experiencia,Remoto,Por encima del mercado,32,356711,15,445,1,99
Más de 1M,Experto,Sin Experiencia,Presencial,Por encima del mercado,2,110655,11,134,0,40
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,21,334617,17,522,1,72
Más de 1M,Experto,General,Presencial,Dentro del mercado,11,205487,19,585,1,21
250k a 1M,Experto,General,Presencial,Dentro del mercado,32,476406,1,774,0,22
Más de 1M,Experto,General,Presencial,Por encima del mercado,16,217784,16,156,0,18
Más de 1M,Experto,Específica,Remoto,Por encima del mercado,27,169841,15,255,1,25
Más de 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,10,112156,9,894,0,21
250k a 1M,Experto,General,Remoto,Por debajo del mercado,14,66492,2,650,1,64
250k a 1M,Intermedio,General,Híbrido,Dentro del mercado,17,246314,13,460,0,66
250k a 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,3,386759,1,957,1,80
Más de 1M,Básico,General,Presencial,Dentro del mercado,15,17080,15,632,1,81
Más de 1M,Intermedio,Específica,Remoto,Por encima del mercado,27,351453,20,154,1,40
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,33,406008,8,913,1,78
Más de 1M,Experto,Específica,Presencial,Por debajo del mercado,14,235438,18,875,0,99
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,34,129125,16,158,0,34
